Reserved;Main menu;Sub menu 1;Sub menu 2;Sub menu 3;Subsystem IDX;Object IDX;Attribute IDX;Menu Type;Enum Name;Max Digits;Number of dp's;Units Table;Access Rights (read only);Access Rights (standard);Access Rights (advanced);Access Rights (service);English;German;French;Espanol;Italian;Dutch;Danish;Swedish;Finish;Polish;Russian;Chinese
;;;Phone;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;0;STRING PARAM (view only);;;;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Phone;Telefon;T\x82l\x82phone;;;;;;;;;
;Device Setup;;;;;;;CONFIG HEADER;;;;;;;;;Device Setup;Konfig Ger\x84t;R\x82glage appareil;;;;;;;;;
;;Access Control;;;;;;MENU;;;;;;;;;Access Control;Prog.Ebene;Contr\x93le d'acc\x8As;;;;;;;;;
;;;Standard Password;;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Standard Password;Standard Passwort;Mot dePasse standard;;;;;;;;;
;;;Read Only Switch;;ARM_IDX;ARM_IDX_readOnlySwitchStatus;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Read Only Switch;Read Only Schalter;Switch lecture seule;;;;;;;;;
;;;;;;;;;READ_ONLY_SWITCH_INACTIVE;;;;;;;;Inactive;Aus;Inactif;;;;;;;;;
;;;;;;;;;READ_ONLY_SWITCH_ACTIVE;;;;;;;;Active;Aktiv;Actif;;;;;;;;;
;;;Service Account;;ARM_IDX;ARM_IDX_serviceAccountSwitch;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Service Account;Service-Konto;Compte service;;;;;;;;;
;;;;;;;;;CUSTODY_SWITCH_INACTIVE;;;;;;;;Disable;Aus;D\x82sactiv\x82;;;;;;;;;
;;;;;;;;;CUSTODY_SWITCH_ACTIVE;;;;;;;;Enable;An;Activ\x82;;;;;;;;;
;;Sensor;;;;;;MENU;;;;;;;;;Sensor;Aufnehmer;Capteur;;;;;;;;;
;;;QvMaxDN;;SVM_IDX;SVM_IDX_QvMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM (view only);;10;AUTO_RANGING;UOM1;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;QvMaxDN;QvMax DN;Qv max DN;;;;;;;;;
;;;QvpMaxDN;;MVM_IDX;MVM_IDX_QvPartialMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;0 Read Only;0 Read Only;0 Read Only;QvpMaxDN;QvPMax DN;Qvp max DN;;;;;;;;;
;;;QmMaxDN;;MVM_IDX;MVM_IDX_QmMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM2;0 Read Only;0 Read Only;0 Read Only;0 Read Only;QmMaxDN;QmMax DN;Qm max DN;;;;;;;;;
;;;QnMaxDN;;MVM_IDX;MVM_IDX_QnMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;0 Read Only;0 Read Only;0 Read Only;QnMaxDN;QnMax DN;Qn mx DN;;;;;;;;;
;;;QnpMaxDN;;MVM_IDX;MVM_IDX_QnPartialMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;0 Read Only;0 Read Only;0 Read Only;QnpMaxDN;QnPMax DN;Qnp max DN;;;;;;;;;
;;;QpowerMaxDN;;MVM_IDX;MVM_IDX_QpMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM3;0 Read Only;0 Read Only;0 Read Only;0 Read Only;QpowerMaxDN;QEnergieMax DN;Qpuissance max DN;;;;;;;;;
;;;QvMax;;SVM_IDX;SVM_IDX_QvRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;QvMax;Qv Max;Qv max;;;;;;;;;
;;;QvpMax;;MVM_IDX;MVM_IDX_QvPartialRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;QvpMax;QvP Max;Qvp max;;;;;;;;;
;;;QmMax;;MVM_IDX;MVM_IDX_QmRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM2;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;QmMax;Qm Max;Qm max;;;;;;;;;
;;;QnMax;;MVM_IDX;MVM_IDX_QnRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;QnMax;Qn Max;Qn max;;;;;;;;;
;;;Qnpmax;;MVM_IDX;MVM_IDX_QnPartialRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Qnpmax;QnP Max;Qnp max;;;;;;;;;
;;;QpowerMax;;MVM_IDX;MVM_IDX_QpRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM3;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;QpowerMax;QEnergie Max;Qpuissance max;;;;;;;;;
;;;Sensor Location Tag;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;0;STRING PARAM (view only);;;;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Sensor Location Tag;Messstellenbez.Sens.;Rep\x8Are lieu capteur;;;;;;;;;
;;;Sensor TAG;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;0;STRING PARAM (view only);;;;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Sensor TAG;TAG Nummer (Sensor);Rep\x8Are capteur;;;;;;;;;
;;Transmitter;;;;;;MENU;;;;;;;;;Transmitter;Transmitter;Transmetteur;;;;;;;;;
;;;Units;;;;;MENU;;;;;;;;;Units;Einheiten;Unit\x82s;;;;;;;;;
;;;;Unit Qv;SVM_IDX;SVM_IDX_QvObj;UOM_PF_unit;ENUM PARAM;;;;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Qv;Volumen-Einheit;Unit\x82 Qv;;;;;;;;;
;;;;Unit Qm;MVM_IDX;MVM_IDX_QmObj;UOM_PF_unit;ENUM PARAM;;;;UOM2;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Qm;Masse-Einheit;Unit\x82 Qm;;;;;;;;;
;;;;Unit Qnv;MVM_IDX;MVM_IDX_QnObj;UOM_PF_unit;ENUM PARAM;;;;UOM1;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Qnv;Normvolumen-Einheit ;Unit\x82 Qnv;;;;;;;;;
;;;;Unit Qpower;MVM_IDX;MVM_IDX_QpDampedObj;UOM_PF_unit;ENUM PARAM;;;;UOM3;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Qpower;Energie-Einheit ;Unit\x82 Qpuissance;;;;;;;;;
;;;;Unit Density ;MAPPER_IDX;MAPPER_IDX_dvDensityObj;UOM_PF_unit;ENUM PARAM;;;;UOM4;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Density ;Dichte-Einheit ;Unit\x82 masseVolumique;;;;;;;;;
;;;;Unit Temperature ;CDT_IDX;CDT_IDX_temperature_Obj;UOM_PF_unit;ENUM PARAM;;;;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Temperature ;Temperatur-Einheit ;Unit\x82 temp\x82rature;;;;;;;;;
;;;;Unit Pressure;MAPPER_IDX;MAPPER_IDX_dvPressureObj;UOM_PF_unit;ENUM PARAM;;;;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Pressure;Druck-Einheit ;Unit\x82 pression;;;;;;;;;
;;;;Unit Volume;TOTALIZER_IDX;TOTALIZER_IDX_totQvUnit;UNITS_unitsCode;ENUM PARAM;;;;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Volume;Z\x84hler-Vol.-Einheit;Unit\x82 volume;;;;;;;;;
;;;;Unit Mass ;TOTALIZER_IDX;TOTALIZER_IDX_totQmUnit;UNITS_unitsCode;ENUM PARAM;;;;UOM10;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Mass ;Z\x84hler-Masse-Einh.;Unit\x82 masse;;;;;;;;;
;;;;Unit Std/Norm Vol.;TOTALIZER_IDX;TOTALIZER_IDX_totQnUnit;UNITS_unitsCode;ENUM PARAM;;;;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Std/Norm Vol.;Z\x84hler-N.-vol.-Einh.;Unit\x82 volumeNormal;;;;;;;;;
;;;;Unit Energy ;TOTALIZER_IDX;TOTALIZER_IDX_totEnergyUnit;UNITS_unitsCode;ENUM PARAM;;;;UOM11;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Unit Energy ;Z\x84hler-Energie-Einh.;Unit\x82 \x82nergie;;;;;;;;;
;;;Damping Qv;;SVM_IDX;SVM_IDX_QvDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qv;D\x84mpfung Qv;Amortissement Qv;;;;;;;;;
;;;Damping Qvp;;MVM_IDX;MVM_IDX_QvPartialDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qvp;D\x84mpfung QvP;Amortissement Qvp;;;;;;;;;
;;;Damping Qm;;MVM_IDX;MVM_IDX_QmDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qm;D\x84mpfung Qm;Amortissement Qm;;;;;;;;;
;;;Damping Qn;;MVM_IDX;MVM_IDX_QnDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qn;D\x84mpfung Qn;Amortissement Qn;;;;;;;;;
;;;Damping Qnp;;MVM_IDX;MVM_IDX_QnPartialDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qnp;D\x84mpfung QnP;Amortissement Qnp;;;;;;;;;
;;;Damping Qpower;;MVM_IDX;MVM_IDX_QpDampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Qpower;D\x84mpfung Qenergie;Amortissement Qpuiss;;;;;;;;;
;;;Damping Temperature;;CDT_IDX;CDT_IDX_temperature_DampingTime;0;NUMERICAL PARAM;;6;AUTO_RANGING;s;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Damping Temperature;D\x84mpfung Temp.;Amortissement temp.;;;;;;;;;
;;;Low Flow Cutoff;;SVM_IDX;SVM_IDX_QvLowCutOff;0;NUMERICAL PARAM;;5;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Low Flow Cutoff;Schleichmenge;Coupure bas d\x82bit;;;;;;;;;
;;Plant/Customized;;;;;;MENU;;;;;;;;;Plant/Customized;Anwendungsdaten;Site/Client;;;;;;;;;
;;;Operating Mode;;CDT_IDX;CDT_IDX_operatingMode;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Operating Mode;Betriebsart;Mode op\x82ratoire;;;;;;;;;
;;;Compensation Setting;;;;;MENU;;;;;;;;;Compensation Setting;Einflussgr\x94\xE1en-Komp.;R\x82glage compensation;;;;;;;;;
;;;;Liquid Mass Corr.;MVM_IDX;MVM_IDX_liquidCorrection;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Liquid Mass Corr.;Fl\x81ssig-Masse-Korr.;Corr. Masse liquide;;;;;;;;;
;;;;Volume Exp.Coef.;MVM_IDX;MVM_IDX_volumeExpandBeta1;0;NUMERICAL PARAM;;8;AUTO_RANGING;/\xF8C;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Volume Exp.Coef.;Volumenausd. Koeffz.;Coef. Volume exp.;;;;;;;;;
;;;;Density Exp.Coef.;MVM_IDX;MVM_IDX_densityExpandBeta2;0;NUMERICAL PARAM;;8;AUTO_RANGING;/\xF8C;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Density Exp.Coef.;Dichteausd. Koeffz.;Coef. MassVolum.Exp.;;;;;;;;;
;;;;Spec. Heat Capacity;MVM_IDX;MVM_IDX_heatCapacity;0;NUMERICAL PARAM;;10;AUTO_RANGING;kJ/kg*K;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Spec. Heat Capacity;Heizwert Medium;Capacit\x82 calorifique;;;;;;;;;
;;;;Gas Density Selec.;MVM_IDX;MVM_IDX_gasDensitySelection;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas Density Selec.;Gas Dichte Quelle;S\x82lec. MassVolum gaz;;;;;;;;;
;;;;Gas Ref. Conditions;MVM_IDX;MVM_IDX_gasRef;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas Ref. Conditions;Gas std.-Bedingungen;Conditions R\x82f. Gaz;;;;;;;;;
;;;;Gas Std. Mode;MVM_IDX;MVM_IDX_gasComputeType;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas Std. Mode;Gas std.-Berechnung;Mode gaz standard;;;;;;;;;
;;;;Gas Energy Density;MVM_IDX;MVM_IDX_calorificEnergy;0;NUMERICAL PARAM;;10;AUTO_RANGING;MJ/m3;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas Energy Density;Heizwert Gas;MassVolum \x82nerg. Gaz;;;;;;;;;
;;;;Water/Steam Type;MVM_IDX;MVM_IDX_steamType;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Water/Steam Type;Dampf Masse-Ber.;Type vapeur;;;;;;;;;
;;;;Density Selection;CDT_IDX;CDT_IDX_actualDensitySelection;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Density Selection;Dampf Dichte Quelle;S\x82lec.MassVol.Vapeur;;;;;;;;;
;;;;Energy calc. method;MVM_IDX;MVM_IDX_steamPwrrFR;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy calc. method;Energie-Berechnung;Type calcul ¨¦nergie;;;;;;;;;
;;;;Ref. Density ;MVM_IDX;MVM_IDX_densigyRefObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM4;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Ref. Density ;Normdichte;Masse volumique r\x82f.;;;;;;;;;
;;;;Preset Density ;MAPPER_IDX;MAPPER_IDX_dvDensityPresetObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM4;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Preset Density ;Dichte (konstant);Masse volum. Pr\x82d\x82f.;;;;;;;;;
;;;;Ref. Temperature ;MVM_IDX;MVM_IDX_refTemperatureObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Ref. Temperature ;Ref.-Temperatur;Temp\x82rature r\x82f.;;;;;;;;;
;;;;Preset Int.Temp;CDT_IDX;CDT_IDX_temperaturePreset_Obj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Preset Int.Temp;Vorlauf Temp.(konst);Temp. Int.Pr\x82d\x82finie;;;;;;;;;
;;;;Preset Ext.Temp;MAPPER_IDX;MAPPER_IDX_dvTExtPresetObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Preset Ext.Temp;R\x81ckl. Temp.(konst);Temp. Ext.Pr\x82d\x82finie;;;;;;;;;
;;;;Preset Pressure(abs);MAPPER_IDX;MAPPER_IDX_dvPressurePresetObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Preset Pressure(abs);Druck (konstant);Pression pr\x82d\x82finie;;;;;;;;;
;;;;Preset Gas Content;MAPPER_IDX;MAPPER_IDX_dvContentPreset;0;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Preset Gas Content;Methangehalt (konst);TeneurGaz pr\x82d\x82finie;;;;;;;;;
;;;;Dynamic Viscosity;SVM_IDX;SVM_IDX_dynViscosity;0;NUMERICAL PARAM;;10;AUTO_RANGING;Pa.s ;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Dynamic Viscosity;Dyn. Viskosit\x84t;Viscosit\x82 dynamique;;;;;;;;;
;;;Field optimization;;;;;MENU;;;;;;;;;Field optimization;Feld-Optimierung;Optimisation champs;;;;;;;;;
;;;;Temperature Offset;CDT_IDX;CDT_IDX_temperatureOffsetCorrectUserDisp;0;NUMERICAL PARAM;;8;AUTO_RANGING;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Temperature Offset;Temperatur-Korrektur;Offset temp\x82rature;;;;;;;;;
;;;;Auto Zero;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_writeAutoZero;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Auto Zero;Nullpunkt setzen;Auto z\x82ro;;;;;;;;;
;;;;Auto Zero Status;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_autozeroStatus;0;ENUM PARAM (view only);;;;Not Used;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Auto Zero Status;Nullpunkt setzen Status ;Auto z\x82ro statut;;;;;;;;;
;;;;;;;;;STATUS_COMPLETED;;;;;;;;Completed;fertiggestellt;termin\x82;;;;;;;;;
;;;;;;;;;STATUS_UNCOMPLETED;;;;;;;;Uncompleted;unvollendet;inachev\x82e;;;;;;;;;
;;;;;;;;;STATUS_FAIL;;;;;;;;Fail;scheitern;\x82chouer;;;;;;;;;
;;;;;;;;;STATUS_NOT_START;;;;;;;;Not Start;Nicht gestartet;pas commenc\x82;;;;;;;;;
;;;;Low Flow Thld.;CDT_IDX;CDT_IDX_lowFlowThresh;0;NUMERICAL PARAM;;4;0;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Low Flow Thld.;Low Flow Thld.;Low Flow Thld.;;;;;;;;;
;;;;Advanced Filter;CDT_IDX;CDT_IDX_ext_algSelection;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Advanced Filter;Erw. Filter;Advanced Filter;;;;;;;;;
;;;;;;;;;EXT_ALG_NO_FILTER;;;;;;;;Off;Aus;Off;;;;;;;;;
;;;;;;;;;EXT_ALG_PRESET_1;;;;;;;;Stalling Filter;Abrissfilter;Stalling Filter;;;;;;;;;
;;;;;;;;;EXT_ALG_PRESET_2;;;;;;;;Noise Filter;Rauschfilter;Noise Filter;;;;;;;;;
;;;;;;;;;EXT_ALG_SELF_CUSTOM;;;;;;;;Self Custom;Self Custom;Self Custom;;;;;;;;;
;;;;Vibration Compensa.;CDT_IDX;CDT_IDX_vbrCorrectionOn;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Vibration Compensa.;Vibration Compensa.;Vibration Compensa.;;;;;;;;;
;;;;;;;;;STATUS_OFF;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;STATUS_ON;;;;;;;;On;An;Marche;;;;;;;;;
;Display;;;;;;;CONFIG HEADER;;;;;;;;;Display;Anzeige;Affichage;;;;;;;;;
;;Language;;;HMI_IDX;HMI_IDX_language;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Language;Sprache;Langue;;;;;;;;;
;;Operator Pages;;;;;;MENU;;;;;;;;;Operator Pages;Bedienerseiten;Pages op\x82rateur;;;;;;;;;
;;;Operator Page 1;;;;;MENU;;;;;;;;;Operator Page 1;Bedienerseite 1;Page op\x82rateur 1;;;;;;;;;
;;;;Display Mode;HMI_IDX;HMI_IDX_displayMode_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Display Mode;Anzeigemodus;Mode affichage;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_OFF;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_GRAPHIC;;;;;;;;Graph Format;Graph Format;Format graphique;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x4;;;;;;;;1x4;1x4;1x4;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x6_A;;;;;;;;1x6(A);1x6(A);1x6(A);;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x6_BAR_A;;;;;;;;1x6+Bargraph(A);1x6+Bargraph(A);1x6+Bargraph(A);;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x6_B;;;;;;;;1x6(B);1x6(B);1x6(B);;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x6_BAR_B;;;;;;;;1x6+Bargraph(B);1x6+Bargraph(B);1x6+Bargraph(B);;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x9;;;;;;;;1x9;1x9;1x9;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_1x9_BAR;;;;;;;;1x9+Bargraph;1x9+Bargraph;1x9+Bargraph;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_2x9;;;;;;;;2x9;2x9;2x9;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_2x9_BAR;;;;;;;;2x9+Bargraph;2x9+Bargraph;2x9+Bargraph;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_3x9;;;;;;;;3x9;3x9;3x9;;;;;;;;;
;;;;;;;;;DISPLAY_MODE_4x9;;;;;;;;4x9;4x9;4x9;;;;;;;;;
;;;;1st Line;HMI_IDX;HMI_IDX_mainOperatorView_1_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;1st Line;1. Zeile;Premi\x8Are ligne;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_1;;;;;;;;QD%;QD%;D\x82bit direct en %;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_2;;;;;;;;Qv;Qv;D\x82bit volume;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_3;;;;;;;;Qv%;Qv%;D\x82bit volume en %;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_4;;;;;;;;QvPartial;QvPartial;D\x82bit volume partiel;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_5;;;;;;;;Qmass;Qmass;D\x82bit massique;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_6;;;;;;;;Qn;Qn;D\x82bit Normal ;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_7;;;;;;;;QnPartial;QnPartial;D\x82bit Normal partiel;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_8;;;;;;;;Qpower;Qenergie;D\x82bit puissance;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_9;;;;;;;;Temperature;Temperatur;Temp\x82rature;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_10;;;;;;;;Pressure(a);Druck (abs);Pression absolue;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_11;;;;;;;;Gas Content;Gas-Anteil;Teneur en gaz;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_12;;;;;;;;Density;Dichte;Masse volumique;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_13;;;;;;;;Tot.Act.Vol.;Z\x84hler Vol.;Total. Volume r\x82\x82l ;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_14;;;;;;;;Tot.Std/Norm.Vol.;Z\x84hler N.Vol.;Total. Volume Norm;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_15;;;;;;;;Tot.Mass;Z\x84hler Masse;Total. Masse;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_16;;;;;;;;Tot.Par.Act.Vol.;Z\x84hler.Par.Vol.;Total. Vol Par r\x82\x82l;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_17;;;;;;;;Tot.Par.Std.Vol.;Z\x84hler N.Par.Vol.;Total. Vol Par Norm;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_18;;;;;;;;Tot.Energy;Z\x84hler Energie;Totalisateur energie;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_19;;;;;;;;Frequency;Frequenz ;Fr\x82quence;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_20;;;;;;;;Sensor Temperature;;;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_21;;;;;;;;Tot.Vol.Ov.Count;\x9Aberl.-Z\x84hler Vol-Qv;Cpteur d\x82pass. Qv;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_22;;;;;;;;Tot.Std.Ov.Count;\x9Aberl.-Z\x84hler Vol-Qn;Cpteur d\x82pass. QN;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_23;;;;;;;;Tot.Mass Ov.Count;\x9Aberl.-Z\x84hler Masse;Cpteur d\x82pass. Qm;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_24;;;;;;;;Tot.Par.Vol.Ov.Count;\x9Aberl.-Z\x84hler Bio-Qv;Cpteur d\x82pass Qv CH4;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_25;;;;;;;;Tot.Par.Std.Ov.Count;\x9Aberl.-Z\x84hler Bio-Qn;Cpteur d\x82pass QN CH4;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_26;;;;;;;;Tot.Energy Ov.Count;\x9Aberl.-Z\x84hler Energ.;Cpteur d\x82pass. EnerJ;;;;;;;;;
;;;;;;;;;MAIN_OPERATOR_VIEW_SIGNAL_27;;;;;;;;Tot.OvflowThresh;\x9Aberl.-Z\x84hler Grenze;Seuil cpteur d\x82pass.;;;;;;;;;
;;;;2nd Line;HMI_IDX;HMI_IDX_mainOperatorView_1_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;2nd Line;2. Zeile;Deuxi\x8Ame ligne;;;;;;;;;
